timestamp,event_type,status_code,response_ms,cpu_percent,memory_percent,requests_per_minute,error_flag,server_node,region,user_type
2026-05-20 02:53:56,error,500,990,39.0,29.3,18,1,srv-a,Norte,cliente
2026-05-20 03:03:20,query,200,136,29.7,48.1,52,0,srv-b,Sur,cliente
2026-05-20 03:03:26,error,500,1238,37.5,33.1,42,1,srv-a,Norte,admin
2026-05-20 03:19:01,report,200,69,20.0,54.5,26,0,srv-b,Norte,cliente
2026-05-20 03:20:28,query,200,129,15.8,28.1,46,0,srv-b,Sur,cliente
2026-05-20 03:24:32,login,200,168,18.9,36.6,43,0,srv-a,Sur,cliente
2026-05-20 03:33:35,transfer,200,91,9.2,33.2,22,0,srv-c,Norte,interno
2026-05-20 03:37:17,query,200,216,15.9,55.0,55,0,srv-b,Centro,cliente
2026-05-20 03:40:33,query,200,155,18.4,32.7,30,0,srv-b,Norte,cliente
2026-05-20 03:45:45,query,500,868,25.1,52.7,33,1,srv-b,Norte,cliente
2026-05-20 03:47:52,query,200,215,31.1,41.0,32,0,srv-c,Centro,interno
2026-05-20 03:55:50,error,503,1606,27.1,44.0,10,1,srv-a,Sur,cliente
2026-05-20 03:57:07,report,200,199,23.0,33.3,21,0,srv-a,Norte,cliente
2026-05-20 04:07:58,error,500,1461,41.5,47.7,22,1,srv-b,Centro,cliente
2026-05-20 04:10:51,timeout,503,1344,42.2,40.4,44,1,srv-b,Centro,cliente
2026-05-20 04:22:22,query,200,144,25.5,35.2,27,0,srv-a,Norte,cliente
2026-05-20 04:22:23,report,500,343,38.2,39.0,10,1,srv-b,Sur,cliente
2026-05-20 04:23:18,error,500,1312,43.1,48.0,52,1,srv-c,Centro,cliente
2026-05-20 04:23:34,timeout,503,1971,42.0,38.2,16,1,srv-b,Centro,cliente
2026-05-20 04:25:58,transfer,200,74,11.5,29.3,20,0,srv-b,Sur,cliente
2026-05-20 04:26:01,report,200,158,15.3,37.6,60,0,srv-a,Sur,cliente
2026-05-20 04:26:06,query,200,59,16.6,52.6,43,0,srv-b,Sur,cliente
2026-05-20 04:33:21,login,200,146,28.9,31.6,48,0,srv-b,Centro,cliente
2026-05-20 04:36:51,report,200,84,30.5,40.7,25,0,srv-c,Norte,cliente
2026-05-20 04:47:20,query,200,75,19.5,41.3,17,0,srv-b,Sur,cliente
2026-05-20 04:49:53,timeout,503,1305,40.3,50.7,55,1,srv-a,Norte,cliente
2026-05-20 04:57:23,error,503,2009,28.4,55.9,24,1,srv-a,Centro,cliente
2026-05-20 05:07:27,report,200,62,16.8,53.0,47,0,srv-b,Norte,cliente
2026-05-20 05:11:11,timeout,408,419,32.7,46.3,59,1,srv-b,Norte,admin
2026-05-20 05:24:51,query,200,53,9.0,51.6,43,0,srv-b,Norte,cliente
2026-05-20 05:31:56,error,500,1351,38.0,48.8,48,1,srv-b,Sur,cliente
2026-05-20 05:34:40,login,200,84,34.7,57.9,55,0,srv-b,Centro,cliente
2026-05-20 05:35:26,login,200,150,32.8,54.3,15,0,srv-b,Norte,admin
2026-05-20 05:38:25,query,500,717,30.5,47.2,10,1,srv-b,Sur,cliente
2026-05-20 05:38:46,transfer,500,401,27.0,50.6,44,1,srv-a,Sur,cliente
2026-05-20 05:42:59,error,500,1369,37.5,50.6,14,1,srv-a,Sur,cliente
2026-05-20 05:44:18,error,500,1641,35.4,34.7,58,1,srv-c,Norte,cliente
2026-05-20 06:02:24,report,200,199,32.0,50.6,16,0,srv-a,Centro,cliente
2026-05-20 06:03:13,error,500,1142,30.7,32.5,53,1,srv-a,Norte,cliente
2026-05-20 06:06:13,login,200,57,34.9,49.5,48,0,srv-c,Norte,cliente
2026-05-20 06:11:47,query,500,692,24.7,50.6,49,1,srv-c,Norte,cliente
2026-05-20 06:12:11,error,503,1434,26.8,44.4,51,1,srv-b,Centro,cliente
2026-05-20 06:17:48,query,200,134,18.6,39.6,42,0,srv-c,Centro,cliente
2026-05-20 06:22:29,login,200,208,29.4,55.4,60,0,srv-c,Norte,cliente
2026-05-20 06:24:31,query,200,113,8.7,37.5,16,0,srv-a,Centro,cliente
2026-05-20 06:28:26,login,200,166,24.9,41.3,56,0,srv-b,Norte,cliente
2026-05-20 06:38:36,timeout,503,1789,45.1,43.2,52,1,srv-c,Centro,cliente
2026-05-20 06:52:38,timeout,503,1608,35.3,52.2,44,1,srv-a,Norte,interno
2026-05-20 06:56:54,query,200,120,22.3,39.6,20,0,srv-c,Norte,cliente
2026-05-20 06:57:23,transfer,200,196,24.2,39.8,45,0,srv-a,Centro,interno
2026-05-20 06:57:40,report,500,535,14.2,30.7,57,1,srv-c,Sur,admin
2026-05-20 06:57:50,login,200,147,27.0,36.9,18,0,srv-a,Centro,cliente
2026-05-20 06:59:01,report,200,56,8.7,48.2,41,0,srv-a,Centro,cliente
2026-05-20 06:59:09,timeout,408,733,28.0,35.5,47,1,srv-b,Sur,cliente
2026-05-20 07:00:02,report,200,146,33.6,28.2,36,0,srv-b,Norte,cliente
2026-05-20 07:03:15,timeout,503,1623,40.6,30.0,31,1,srv-a,Sur,cliente
2026-05-20 07:09:22,timeout,503,1260,48.9,54.8,15,1,srv-a,Sur,interno
2026-05-20 07:16:11,login,401,122,10.3,40.0,34,0,srv-b,Centro,interno
2026-05-20 07:20:12,timeout,503,1295,27.2,28.4,20,1,srv-b,Norte,cliente
2026-05-20 07:22:08,login,200,102,9.3,31.5,29,0,srv-c,Centro,cliente
2026-05-20 07:22:26,report,200,89,16.7,29.7,59,0,srv-b,Norte,interno
2026-05-20 07:24:08,report,200,40,22.9,29.5,12,0,srv-c,Norte,cliente
2026-05-20 07:25:42,timeout,503,1478,44.0,40.5,60,1,srv-b,Norte,interno
2026-05-20 07:26:43,report,200,171,16.7,47.0,37,0,srv-a,Norte,cliente
2026-05-20 07:27:06,error,500,1145,49.2,57.9,32,1,srv-a,Sur,cliente
2026-05-20 07:27:48,error,503,1074,40.5,42.8,40,1,srv-a,Sur,cliente
2026-05-20 07:30:06,timeout,503,1446,46.6,55.4,52,1,srv-b,Norte,cliente
2026-05-20 07:33:40,report,200,180,8.5,49.3,12,0,srv-c,Sur,interno
2026-05-20 07:35:03,report,200,123,10.2,57.1,32,0,srv-b,Sur,interno
2026-05-20 07:37:13,timeout,503,1230,51.5,35.2,38,1,srv-a,Sur,cliente
2026-05-20 07:38:05,query,200,183,13.9,30.0,34,0,srv-a,Centro,cliente
2026-05-20 07:39:07,login,200,61,17.8,42.7,38,0,srv-a,Norte,cliente
2026-05-20 07:40:01,query,200,48,12.4,53.8,32,0,srv-a,Sur,cliente
2026-05-20 07:46:49,timeout,503,1904,36.1,56.3,38,1,srv-a,Sur,cliente
2026-05-20 07:46:55,report,200,180,31.8,55.3,30,0,srv-a,Sur,cliente
2026-05-20 07:46:56,login,401,151,19.6,43.1,22,0,srv-b,Centro,cliente
2026-05-20 07:49:07,report,200,174,21.3,29.9,44,0,srv-b,Sur,cliente
2026-05-20 07:49:44,login,200,161,19.9,37.3,33,0,srv-c,Sur,cliente
2026-05-20 07:50:17,login,200,80,33.7,33.5,58,0,srv-c,Sur,cliente
2026-05-20 07:55:17,report,500,848,19.8,45.1,50,1,srv-c,Norte,cliente
2026-05-20 07:57:44,timeout,408,607,34.3,49.9,15,1,srv-b,Centro,cliente
2026-05-20 07:58:55,report,200,69,34.6,36.5,58,0,srv-a,Norte,cliente
2026-05-20 08:02:31,transfer,200,196,8.6,40.7,56,0,srv-b,Sur,cliente
2026-05-20 08:05:14,login,200,98,21.5,30.1,42,0,srv-a,Norte,cliente
2026-05-20 08:08:55,error,503,549,29.1,49.3,42,1,srv-c,Centro,cliente
2026-05-20 08:09:15,login,200,44,10.4,37.0,31,0,srv-a,Norte,cliente
2026-05-20 08:09:35,query,200,217,8.1,44.2,24,0,srv-b,Centro,cliente
2026-05-20 08:11:05,login,200,215,26.5,44.6,35,0,srv-b,Norte,cliente
2026-05-20 08:14:05,login,200,148,11.1,57.6,16,0,srv-b,Sur,cliente
2026-05-20 08:17:57,login,200,127,13.5,51.0,19,0,srv-a,Sur,interno
2026-05-20 08:24:09,query,200,157,28.8,45.7,54,0,srv-c,Sur,interno
2026-05-20 08:25:28,login,200,67,16.9,57.4,47,0,srv-b,Centro,interno
2026-05-20 08:34:35,report,200,162,15.8,41.7,44,0,srv-a,Centro,admin
2026-05-20 08:36:24,query,200,112,16.5,55.6,25,0,srv-b,Centro,interno
2026-05-20 08:38:06,login,200,112,34.9,57.4,36,0,srv-b,Sur,cliente
2026-05-20 08:39:14,query,200,149,16.5,54.5,43,0,srv-a,Norte,admin
2026-05-20 08:40:07,report,200,104,29.5,55.0,41,0,srv-b,Centro,cliente
2026-05-20 08:44:31,query,200,182,23.6,45.0,60,0,srv-b,Centro,admin
2026-05-20 08:44:41,query,503,448,29.1,31.5,58,1,srv-b,Sur,cliente
2026-05-20 08:46:55,query,200,208,23.5,53.3,46,0,srv-c,Norte,cliente
2026-05-20 08:49:13,transfer,200,88,12.0,51.2,29,0,srv-b,Norte,cliente
2026-05-20 08:49:34,query,200,116,22.6,28.9,43,0,srv-a,Centro,cliente
2026-05-20 08:49:52,login,200,48,21.9,44.2,39,0,srv-c,Norte,cliente
2026-05-20 08:50:35,login,200,149,29.7,41.8,30,0,srv-c,Centro,interno
2026-05-20 08:51:17,login,200,73,34.9,37.1,28,0,srv-a,Sur,cliente
2026-05-20 08:51:58,error,503,1463,23.7,42.9,45,1,srv-b,Centro,cliente
2026-05-20 08:59:42,login,401,141,10.1,49.6,11,0,srv-c,Centro,cliente
2026-05-20 08:59:58,report,200,68,26.5,36.7,16,0,srv-a,Sur,interno
2026-05-20 09:00:01,query,200,385,66.8,44.5,129,0,srv-b,Norte,cliente
2026-05-20 09:01:05,query,503,874,60.9,48.5,127,1,srv-b,Norte,interno
2026-05-20 09:02:35,report,200,110,57.5,43.8,163,0,srv-b,Norte,cliente
2026-05-20 09:03:01,login,200,137,48.6,44.4,154,0,srv-a,Norte,cliente
2026-05-20 09:03:29,login,200,503,42.0,64.3,110,0,srv-a,Sur,cliente
2026-05-20 09:10:01,query,500,1054,70.9,43.2,159,1,srv-c,Norte,cliente
2026-05-20 09:10:12,query,500,909,46.2,73.8,164,1,srv-b,Norte,cliente
2026-05-20 09:10:22,query,200,617,62.0,45.0,166,0,srv-b,Centro,cliente
2026-05-20 09:12:01,transfer,200,243,45.7,61.8,154,0,srv-b,Centro,interno
2026-05-20 09:12:29,report,200,127,39.8,62.3,136,0,srv-b,Centro,cliente
2026-05-20 09:12:42,transfer,200,266,51.5,74.2,87,0,srv-a,Norte,cliente
2026-05-20 09:13:35,query,200,405,34.0,68.2,96,0,srv-b,Centro,cliente
2026-05-20 09:14:58,error,500,2242,68.7,73.3,78,1,srv-b,Centro,cliente
2026-05-20 09:16:10,report,200,580,60.9,47.6,151,0,srv-a,Centro,cliente
2026-05-20 09:18:04,query,200,585,69.9,69.2,118,0,srv-a,Sur,cliente
2026-05-20 09:21:09,query,500,1308,52.7,65.2,98,1,srv-c,Sur,interno
2026-05-20 09:22:09,query,200,427,48.1,57.8,93,0,srv-a,Sur,cliente
2026-05-20 09:22:14,query,200,544,32.7,67.2,158,0,srv-b,Centro,cliente
2026-05-20 09:22:25,timeout,408,1653,48.3,67.8,140,1,srv-a,Norte,cliente
2026-05-20 09:23:25,transfer,200,129,29.8,65.0,130,0,srv-c,Norte,cliente
2026-05-20 09:24:05,error,503,1288,58.9,62.6,114,1,srv-b,Sur,interno
2026-05-20 09:24:42,query,503,650,36.8,66.1,70,1,srv-b,Sur,cliente
2026-05-20 09:25:57,query,200,537,47.3,52.3,153,0,srv-a,Sur,cliente
2026-05-20 09:26:07,transfer,500,928,61.6,48.3,133,1,srv-a,Centro,cliente
2026-05-20 09:26:53,error,500,2173,90.4,67.7,165,1,srv-a,Norte,cliente
2026-05-20 09:27:12,query,200,267,68.0,48.3,120,0,srv-a,Sur,interno
2026-05-20 09:28:21,query,500,629,53.4,75.1,71,1,srv-b,Centro,interno
2026-05-20 09:28:59,query,200,306,37.8,49.0,78,0,srv-a,Norte,cliente
2026-05-20 09:29:28,query,200,603,63.2,45.4,158,0,srv-c,Sur,cliente
2026-05-20 09:29:49,query,200,609,70.8,59.1,129,0,srv-b,Norte,cliente
2026-05-20 09:33:08,error,500,2273,42.5,60.5,127,1,srv-c,Norte,cliente
2026-05-20 09:34:06,query,200,159,45.4,57.3,157,0,srv-c,Centro,interno
2026-05-20 09:35:09,error,500,2273,72.2,73.8,133,1,srv-a,Centro,cliente
2026-05-20 09:37:10,login,200,204,37.9,60.3,109,0,srv-b,Norte,cliente
2026-05-20 09:37:15,report,200,590,30.6,66.2,154,0,srv-c,Sur,cliente
2026-05-20 09:38:08,login,401,176,47.3,75.2,112,0,srv-a,Sur,interno
2026-05-20 09:38:10,login,200,473,56.8,45.1,149,0,srv-b,Centro,cliente
2026-05-20 09:39:29,login,200,483,54.6,56.6,88,0,srv-c,Norte,cliente
2026-05-20 09:42:00,transfer,200,387,47.4,48.0,165,0,srv-b,Norte,cliente
2026-05-20 09:42:47,login,200,352,53.6,50.4,166,0,srv-b,Sur,cliente
2026-05-20 09:44:17,login,200,521,57.0,60.9,129,0,srv-a,Sur,cliente
2026-05-20 09:45:41,query,200,193,48.5,67.2,101,0,srv-b,Norte,cliente
2026-05-20 09:45:50,timeout,503,1513,67.6,60.8,158,1,srv-b,Norte,cliente
2026-05-20 09:46:12,report,200,384,53.0,43.8,144,0,srv-c,Centro,cliente
2026-05-20 09:47:59,query,500,1311,46.5,49.7,125,1,srv-b,Norte,admin
2026-05-20 09:49:01,query,200,107,67.0,49.3,78,0,srv-c,Centro,interno
2026-05-20 09:49:05,report,200,160,40.4,53.3,147,0,srv-c,Norte,admin
2026-05-20 09:50:00,query,200,592,49.0,64.5,100,0,srv-b,Centro,cliente
2026-05-20 09:52:31,report,200,112,54.2,63.4,162,0,srv-b,Norte,cliente
2026-05-20 09:52:39,query,500,1402,77.0,45.2,127,1,srv-b,Centro,cliente
2026-05-20 09:53:26,error,503,1088,84.6,59.5,125,1,srv-a,Norte,cliente
2026-05-20 09:53:33,login,200,117,61.9,56.2,84,0,srv-c,Sur,cliente
2026-05-20 09:53:49,report,200,553,56.0,68.4,70,0,srv-a,Sur,cliente
2026-05-20 09:57:15,query,200,323,46.9,63.7,135,0,srv-b,Norte,cliente
2026-05-20 10:00:57,query,200,299,32.3,62.5,133,0,srv-c,Centro,interno
2026-05-20 10:05:30,error,500,1179,57.1,46.3,129,1,srv-a,Norte,cliente
2026-05-20 10:06:21,query,200,493,38.0,65.8,78,0,srv-a,Sur,cliente
2026-05-20 10:06:29,login,401,476,28.5,67.2,142,0,srv-c,Sur,interno
2026-05-20 10:06:57,transfer,200,482,35.1,65.3,110,0,srv-b,Norte,cliente
2026-05-20 10:07:38,report,200,479,50.2,74.8,114,0,srv-a,Sur,cliente
2026-05-20 10:08:30,query,200,149,68.6,50.8,148,0,srv-c,Sur,cliente
2026-05-20 10:08:42,transfer,200,449,52.0,62.9,154,0,srv-b,Centro,cliente
2026-05-20 10:10:14,transfer,200,99,34.4,57.5,161,0,srv-a,Norte,cliente
2026-05-20 10:11:39,login,200,334,32.4,70.9,72,0,srv-b,Sur,cliente
2026-05-20 10:12:00,report,200,153,50.6,59.2,78,0,srv-b,Norte,cliente
2026-05-20 10:12:25,query,200,611,43.2,66.8,128,0,srv-a,Norte,cliente
2026-05-20 10:12:50,query,200,634,32.3,53.9,75,0,srv-c,Sur,interno
2026-05-20 10:13:29,login,200,257,59.0,55.2,142,0,srv-a,Centro,cliente
2026-05-20 10:13:39,timeout,503,1875,73.1,75.9,80,1,srv-b,Centro,cliente
2026-05-20 10:14:20,error,503,2052,52.4,46.5,121,1,srv-c,Norte,admin
2026-05-20 10:15:26,query,200,563,71.7,66.1,112,0,srv-a,Sur,cliente
2026-05-20 10:17:04,query,200,440,57.5,71.3,90,0,srv-b,Centro,admin
2026-05-20 10:19:47,transfer,200,96,52.8,44.1,140,0,srv-b,Norte,cliente
2026-05-20 10:20:24,error,503,2004,59.2,73.5,102,1,srv-c,Norte,interno
2026-05-20 10:21:19,transfer,200,224,28.5,68.6,158,0,srv-c,Centro,cliente
2026-05-20 10:23:11,login,200,265,53.4,42.0,88,0,srv-b,Centro,interno
2026-05-20 10:24:02,query,200,391,54.0,54.0,119,0,srv-b,Norte,cliente
2026-05-20 10:25:10,query,200,479,45.1,45.4,146,0,srv-a,Sur,cliente
2026-05-20 10:25:59,login,200,492,62.0,66.4,90,0,srv-c,Norte,cliente
2026-05-20 10:26:48,query,200,337,46.1,73.4,156,0,srv-b,Centro,interno
2026-05-20 10:27:44,error,503,1981,61.6,63.0,109,1,srv-a,Norte,admin
2026-05-20 10:28:32,transfer,200,297,55.3,62.9,139,0,srv-a,Norte,cliente
2026-05-20 10:29:13,query,200,387,50.1,51.6,107,0,srv-a,Centro,cliente
2026-05-20 10:30:20,error,503,1499,79.3,75.5,164,1,srv-b,Centro,cliente
2026-05-20 10:30:34,query,200,342,58.7,55.0,120,0,srv-c,Sur,cliente
2026-05-20 10:33:43,query,200,583,48.2,43.8,72,0,srv-c,Centro,cliente
2026-05-20 10:34:33,timeout,503,1629,59.2,62.6,130,1,srv-b,Norte,cliente
2026-05-20 10:34:40,report,500,1438,37.1,47.0,114,1,srv-a,Sur,interno
2026-05-20 10:37:03,login,200,157,67.6,72.6,103,0,srv-c,Norte,cliente
2026-05-20 10:38:14,query,200,223,48.8,47.1,129,0,srv-b,Sur,cliente
2026-05-20 10:40:04,report,200,529,38.9,66.4,100,0,srv-a,Norte,cliente
2026-05-20 10:41:56,login,200,284,35.8,52.2,95,0,srv-b,Sur,cliente
2026-05-20 10:43:05,query,200,440,35.9,72.7,131,0,srv-b,Norte,cliente
2026-05-20 10:43:15,transfer,200,524,29.0,43.3,161,0,srv-a,Norte,cliente
2026-05-20 10:44:08,query,200,529,58.6,50.7,164,0,srv-a,Sur,interno
2026-05-20 10:49:18,transfer,200,583,39.5,45.5,146,0,srv-a,Sur,cliente
2026-05-20 10:49:21,query,200,416,60.0,43.7,75,0,srv-c,Sur,cliente
2026-05-20 10:49:25,login,200,531,64.8,54.1,121,0,srv-a,Centro,cliente
2026-05-20 10:50:07,query,200,375,35.1,49.1,79,0,srv-b,Sur,cliente
2026-05-20 10:50:12,login,200,148,56.5,48.4,86,0,srv-a,Sur,cliente
2026-05-20 10:50:58,query,200,126,38.7,48.2,126,0,srv-b,Sur,cliente
2026-05-20 10:51:53,error,503,2120,80.1,63.1,127,1,srv-b,Sur,cliente
2026-05-20 10:52:44,query,503,856,50.4,48.6,150,1,srv-c,Sur,cliente
2026-05-20 10:53:33,timeout,408,745,73.7,49.3,70,1,srv-c,Norte,cliente
2026-05-20 10:54:38,report,500,841,38.1,59.8,149,1,srv-c,Norte,cliente
2026-05-20 10:55:04,query,200,278,61.7,67.4,135,0,srv-b,Norte,cliente
2026-05-20 10:56:34,query,200,193,71.6,59.0,96,0,srv-a,Centro,cliente
2026-05-20 10:57:12,report,500,1261,43.0,69.1,90,1,srv-c,Centro,cliente
2026-05-20 10:57:29,timeout,408,1124,81.3,50.7,155,1,srv-b,Sur,cliente
2026-05-20 10:58:32,timeout,408,737,36.8,48.9,163,1,srv-c,Norte,cliente
2026-05-20 10:58:50,query,200,435,34.6,52.6,99,0,srv-a,Sur,admin
2026-05-20 10:59:08,query,200,615,50.0,54.5,79,0,srv-b,Sur,cliente
2026-05-20 10:59:27,login,200,443,35.5,43.0,131,0,srv-b,Centro,cliente
2026-05-20 11:00:11,timeout,503,1718,56.3,65.1,110,1,srv-c,Norte,cliente
2026-05-20 11:02:39,query,200,471,55.0,51.0,164,0,srv-c,Sur,cliente
2026-05-20 11:02:46,query,200,331,65.0,69.2,163,0,srv-b,Sur,interno
2026-05-20 11:02:49,query,200,130,68.2,66.8,85,0,srv-a,Centro,admin
2026-05-20 11:04:07,query,200,445,47.2,70.3,160,0,srv-c,Norte,cliente
2026-05-20 11:06:49,report,200,463,65.0,55.4,167,0,srv-b,Norte,cliente
2026-05-20 11:07:53,transfer,200,155,45.1,72.5,135,0,srv-a,Centro,cliente
2026-05-20 11:07:57,error,500,1327,53.6,72.6,118,1,srv-b,Sur,cliente
2026-05-20 11:09:28,query,200,338,31.9,57.5,82,0,srv-b,Sur,cliente
2026-05-20 11:11:03,query,200,217,53.0,73.2,115,0,srv-b,Norte,cliente
2026-05-20 11:12:05,timeout,503,1397,53.1,48.7,138,1,srv-a,Sur,cliente
2026-05-20 11:12:25,query,200,320,53.6,67.5,131,0,srv-b,Norte,cliente
2026-05-20 11:13:06,report,200,404,36.0,52.9,80,0,srv-b,Sur,cliente
2026-05-20 11:13:37,timeout,408,892,54.1,65.3,103,1,srv-b,Norte,cliente
2026-05-20 11:14:03,report,200,539,30.3,64.5,117,0,srv-c,Centro,cliente
2026-05-20 11:15:12,transfer,200,161,70.6,62.3,131,0,srv-a,Sur,cliente
2026-05-20 11:16:20,query,200,329,60.1,74.8,88,0,srv-b,Centro,cliente
2026-05-20 11:18:33,report,200,582,29.1,49.3,96,0,srv-c,Norte,cliente
2026-05-20 11:18:59,query,200,213,48.5,73.7,116,0,srv-b,Sur,cliente
2026-05-20 11:19:24,query,200,600,64.8,65.8,157,0,srv-b,Norte,cliente
2026-05-20 11:19:26,login,200,473,38.4,50.8,154,0,srv-a,Norte,cliente
2026-05-20 11:19:52,query,200,371,28.9,73.0,105,0,srv-c,Norte,interno
2026-05-20 11:19:56,timeout,503,1677,77.0,58.1,170,1,srv-b,Norte,cliente
2026-05-20 11:20:03,query,200,277,60.8,65.7,169,0,srv-b,Centro,cliente
2026-05-20 11:22:38,login,401,254,33.5,43.8,72,0,srv-c,Centro,cliente
2026-05-20 11:23:11,transfer,200,287,41.8,73.3,83,0,srv-b,Sur,cliente
2026-05-20 11:23:24,query,200,99,64.4,50.6,156,0,srv-a,Norte,cliente
2026-05-20 11:23:45,report,200,545,48.6,71.6,126,0,srv-b,Norte,cliente
2026-05-20 11:23:58,query,200,597,31.2,44.1,135,0,srv-b,Centro,cliente
2026-05-20 11:24:10,query,200,544,34.7,63.3,140,0,srv-b,Sur,cliente
2026-05-20 11:25:42,error,500,1451,56.5,62.3,139,1,srv-c,Sur,cliente
2026-05-20 11:26:08,query,200,309,68.5,60.7,91,0,srv-b,Sur,cliente
2026-05-20 11:26:43,transfer,200,527,44.4,46.6,122,0,srv-b,Sur,cliente
2026-05-20 11:27:12,query,200,203,57.3,46.1,122,0,srv-b,Centro,cliente
2026-05-20 11:28:41,transfer,200,553,28.6,67.3,88,0,srv-a,Centro,cliente
2026-05-20 11:32:50,login,200,306,54.2,50.7,166,0,srv-a,Centro,cliente
2026-05-20 11:32:54,query,200,119,53.7,71.8,166,0,srv-a,Norte,cliente
2026-05-20 11:34:06,report,200,246,55.7,53.4,134,0,srv-b,Norte,cliente
2026-05-20 11:34:54,login,200,330,68.3,75.9,139,0,srv-a,Norte,cliente
2026-05-20 11:36:26,query,200,620,56.5,62.5,152,0,srv-a,Sur,cliente
2026-05-20 11:36:33,query,200,464,71.4,43.7,124,0,srv-b,Sur,cliente
2026-05-20 11:36:41,report,200,463,42.7,48.7,77,0,srv-b,Sur,cliente
2026-05-20 11:36:57,query,200,555,54.0,59.4,84,0,srv-c,Sur,cliente
2026-05-20 11:37:17,query,200,361,68.4,52.5,124,0,srv-b,Norte,cliente
2026-05-20 11:38:30,transfer,200,152,45.2,69.4,160,0,srv-a,Norte,cliente
2026-05-20 11:38:49,query,200,539,42.7,67.1,96,0,srv-c,Sur,cliente
